hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
Cape Disappointment State Park,1.1,226,51,4.2,https://www.alltrails.com/trail/us/washington/cape-disappointment-lighthouse-trail,hike668,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.45454545454544,41.14,1,0,0,0,1,0,0,0,1,0
Gifford Pinchot National Forest,0.4,19,33,4.4,https://www.alltrails.com/trail/us/washington/trail-of-two-forests-trail,hike669,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,45.47,1,0,0,1,0,0,0,0,1,0
Olympic National Park,1.3,285,34,4.1,https://www.alltrails.com/trail/us/washington/fallsview-canyon-trail,hike670,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.23076923076923,38.13,1,0,0,0,1,0,0,0,1,0
John Macdonald Tolt River Park,2.7,610,55,3.8,https://www.alltrails.com/trail/us/washington/tolt-macdonald-overlook,hike671,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.92592592592592,27.15,0,0,1,0,1,0,1,0,0,0
Olympic National Park,16.4,4675,10,5.0,https://www.alltrails.com/trail/us/washington/gladys-divide-primitive-trail,hike672,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,285.0609756097561,46.69,0,1,0,0,1,0,0,0,1,0
Mount Rainier National Park,5.2,1184,11,4.7,https://www.alltrails.com/trail/us/washington/mazama-ridge-trail-to-faraway-rock,hike673,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.69230769230768,44.5,0,0,1,0,1,0,1,0,0,0
Puget Park,1.2,252,52,3.9,https://www.alltrails.com/trail/us/washington/puget-park-trail,hike674,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,30.98,1,0,0,0,1,0,0,1,0,0
Shoreview Park,1.5,154,49,4.2,https://www.alltrails.com/trail/us/washington/shoreview-and-boeing-creek-loop,hike675,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102.66666666666667,41.08,0,0,1,1,0,0,0,0,1,0
Lacamas Creek Park,3.8,288,42,4.4,https://www.alltrails.com/trail/us/washington/round-lake-and-camas-potholes-falls-via-lacmas-creek,hike676,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.78947368421053,46.72,0,0,1,0,1,0,0,0,1,0
Squak Mountain State Park,4.8,1459,44,4.2,https://www.alltrails.com/trail/us/washington/bullitt-access-loop,hike677,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,303.95833333333337,40.94,0,0,1,1,0,0,0,1,0,0
Olympic National Park,8.3,2831,7,4.9,https://www.alltrails.com/trail/us/washington/grand-lake-via-badger-valley-trail,hike678,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0843373493976,43.92,0,1,0,0,1,0,0,0,1,0
Deception Pass State Park,5.3,1269,39,4.1,https://www.alltrails.com/trail/us/washington/pass-lake-loop-ginnett-trail-john-tursi-trail,hike679,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.43396226415095,38.02,1,0,0,1,0,0,0,1,0,0
Okanogan-Wenatchee National Forest,3.8,479,34,4.6,https://www.alltrails.com/trail/us/washington/cutthroat-lake--2,hike680,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.05263157894737,50.61,1,0,0,0,1,0,0,1,0,0
,2.9,95,45,4.0,https://www.alltrails.com/trail/us/washington/discovery-historic-loop,hike681,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.758620689655174,34.83,1,0,0,1,0,0,0,0,1,0
Cougar Mountain Regional Wildland Park,1.7,180,48,4.1,https://www.alltrails.com/trail/us/washington/red-town-trail--2,hike682,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.88235294117648,37.84,1,0,0,0,1,0,0,0,1,0
Olympic National Park,9.5,1938,22,3.8,https://www.alltrails.com/trail/us/washington/sol-duc-falls-nature-trail-to-appleton-pass-trail,hike683,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.0,33.13,0,1,0,0,1,0,0,1,0,0
,7.0,1292,50,4.1,https://www.alltrails.com/trail/us/washington/badger-skyline-trail?p=22751833,hike684,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.57142857142858,37.81,0,0,1,1,0,0,1,0,0,0
Ed Munro Seahurst Park,1.8,351,50,4.1,https://www.alltrails.com/trail/us/washington/seahurst-park,hike685,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,37.81,1,0,0,1,0,0,0,1,0,0
McKenzie Conservation Area,2.2,272,52,4.2,https://www.alltrails.com/trail/us/washington/turtle-rock-and-bedrock-ridge-loop,hike686,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.63636363636363,41.17,0,0,1,1,0,0,0,1,0,0
Olympic National Park,6.2,2965,23,4.0,https://www.alltrails.com/trail/us/washington/mildred-lakes-trail,hike687,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,478.22580645161287,36.56,0,1,0,0,1,0,0,0,1,0
,114.3,7919,15,4.5,https://www.alltrails.com/trail/us/washington/mount-baker-highway-to-artist-point,hike688,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.28258967629047,43.69,0,0,1,0,1,0,0,0,1,0
Gifford Pinchot National Forest,6.7,1489,45,4.5,https://www.alltrails.com/trail/us/washington/the-labyrinth-to-coyote-wall-loop?p=22808349,hike689,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,222.23880597014926,50.18,0,0,1,1,0,0,1,0,0,0
Cape Disappointment State Park,0.6,59,38,4.0,https://www.alltrails.com/trail/us/washington/northhead-lighthouse-loop-trail,hike690,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.33333333333334,35.33,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,5.9,2145,33,4.5,https://www.alltrails.com/trail/us/washington/iron-bear-trail-1351,hike691,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.5593220338983,47.91,0,0,1,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,7.0,1991,42,3.9,https://www.alltrails.com/trail/us/washington/merritt-lake-trail,hike692,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,284.42857142857144,32.12,0,1,0,0,1,0,1,0,0,0
Blake Island State Park,4.0,472,19,4.6,https://www.alltrails.com/trail/us/washington/blake-island-state-park-trails,hike693,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,46.28,1,0,0,1,0,0,0,0,1,0
Discovery Park,1.5,282,25,4.7,https://www.alltrails.com/trail/us/washington/south-beach-trail,hike694,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,50.09,1,0,0,0,1,0,0,0,1,0
,3.7,1079,46,4.4,https://www.alltrails.com/trail/us/washington/patterson-mountain-trail,hike695,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,291.6216216216216,47.24,0,0,1,0,1,0,0,0,0,1
Liberty Lake Regional Park,15.8,3385,42,4.3,https://www.alltrails.com/trail/us/washington/mica-peak,hike696,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,214.2405063291139,43.8,0,1,0,0,1,0,0,1,0,0
Norse Peak Wilderness,2.7,705,40,4.3,https://www.alltrails.com/trail/us/washington/snoquera-falls--2?p=22905771,hike697,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.1111111111111,43.64,1,0,0,0,1,0,0,0,1,0
Mount Baker Wilderness,1.1,157,15,4.6,https://www.alltrails.com/trail/us/washington/huntoon-point-via-artist-point-trail,hike698,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.72727272727272,44.95,1,0,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,3.1,1328,18,3.8,https://www.alltrails.com/trail/us/washington/evergreen-lookout-trail,hike699,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.38709677419354,34.06,0,0,1,0,1,0,0,1,0,0
Mount Baker Snoqualmie National Forest,5.5,1738,39,4.3,https://www.alltrails.com/trail/us/washington/round-mountain-trail,hike700,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.0,43.55,0,0,1,0,1,0,0,0,0,1
,1.4,232,40,4.5,https://www.alltrails.com/trail/us/washington/obstruction-pass-trail,hike701,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.71428571428572,49.28,1,0,0,0,1,0,0,1,0,0
,7.8,2145,35,4.0,https://www.alltrails.com/trail/us/washington/grand-prospect-via-rattlesnake-mountain-trail,hike702,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.0,35.55,0,0,1,0,1,0,0,0,1,0
Point No Point Lighthouse and Park,1.5,134,30,4.1,https://www.alltrails.com/trail/us/washington/point-no-point-lighthouse-and-park-trail,hike703,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.33333333333333,38.22,1,0,0,0,1,0,0,1,0,0
Wildwood Park,0.7,49,51,4.7,https://www.alltrails.com/trail/us/washington/jim-martinson-exercise-trail,hike704,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0,57.89,0,0,1,1,0,0,0,1,0,0
Gifford Pinchot National Forest,2.1,590,12,4.3,https://www.alltrails.com/trail/us/washington/harmony-trail--4,hike705,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.95238095238096,40.78,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,5.8,2339,43,4.0,https://www.alltrails.com/trail/us/washington/easton-ridge-trail,hike706,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.2758620689655,34.97,0,0,1,0,1,0,0,0,1,0
Alpine Lakes Wilderness,17.6,5836,13,4.6,https://www.alltrails.com/trail/us/washington/mount-daniel-and-peggys-pond-via-cathedral-pass-trail,hike707,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,331.59090909090907,44.26,0,1,0,0,1,0,0,0,1,0
Burton Acres and Jensen Point,3.9,577,46,4.0,https://www.alltrails.com/trail/us/washington/maury-island-natural-area-loop,hike708,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.94871794871796,34.76,0,0,1,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,7.0,2230,23,4.3,https://www.alltrails.com/trail/us/washington/olallie-lake-via-pratt-lake-trail,hike709,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.57142857142856,42.05,0,0,1,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,8.4,2319,44,4.5,https://www.alltrails.com/trail/us/washington/talapus-lake-via-pratt-lake-trail,hike710,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276.07142857142856,50.0,0,0,1,0,1,0,1,0,0,0
Mount Erie Park,4.5,921,30,4.6,https://www.alltrails.com/trail/us/washington/erie-mountain-via-whistle-lake-trail,hike711,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,204.66666666666666,49.55,0,0,1,0,1,0,0,0,1,0
Olympic National Park,23.5,5167,20,4.4,https://www.alltrails.com/trail/us/washington/north-fork-skokomish-river-trail,hike712,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.87234042553192,43.35,0,1,0,0,1,0,0,1,0,0
Gifford Pinchot National Forest,4.4,1190,56,4.0,https://www.alltrails.com/trail/us/washington/weldon-wagon-road-trail,hike713,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.45454545454544,34.14,0,1,0,0,1,0,0,0,1,0
Cougar Mountain Regional Wildland Park,5.0,1358,48,4.0,https://www.alltrails.com/trail/us/washington/big-tree-ridge-trail,hike714,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.6,34.63,1,0,0,0,1,0,0,1,0,0
,5.4,541,51,3.8,https://www.alltrails.com/trail/us/washington/cushman-trail,hike715,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.18518518518518,27.74,1,0,0,0,1,0,0,0,1,0
Belfair State Park,3.2,52,54,3.7,https://www.alltrails.com/trail/us/washington/hood-canal-and-theler-wetlands-trails,hike716,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,23.81,1,0,0,0,1,0,0,0,1,0
Colonel Bob Wilderness,4.1,1627,27,4.0,https://www.alltrails.com/trail/us/washington/fletcher-canyon,hike717,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,396.82926829268297,36.2,0,0,1,0,1,0,0,0,1,0
Olympic National Forest,12.5,1893,40,4.2,https://www.alltrails.com/trail/us/washington/lower-big-quilcene-trail--3,hike718,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,151.44,40.82,0,0,1,0,1,0,0,0,1,0
Trapper Creek Wilderness,4.6,1443,23,4.5,https://www.alltrails.com/trail/us/washington/soda-peaks-lake-trail-west,hike719,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,313.69565217391306,45.7,0,0,1,0,1,0,0,1,0,0
Moran State Park,5.9,557,40,4.4,https://www.alltrails.com/trail/us/washington/mountain-lake-and-twin-lakes-trail,hike720,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,94.40677966101694,46.46,0,0,1,1,0,0,0,0,1,0
Fort Flagler State Park,3.2,200,39,4.4,https://www.alltrails.com/trail/us/washington/fort-flagler-state-park,hike721,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,46.32,0,0,1,1,0,0,0,0,1,0
Middle Fork Snoqualmie Natural Resources Conservation Area,5.5,4219,3,4.7,https://www.alltrails.com/trail/us/washington/dirtybox-peak,hike722,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,767.0909090909091,40.68,0,1,0,0,1,0,0,0,1,0
Bresemann Forest/Spanaway Park,1.7,42,65,3.8,https://www.alltrails.com/trail/us/washington/bresemann-forest-trail,hike723,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.705882352941178,25.78,1,0,0,1,0,0,0,0,1,0
Lime Kiln Point State Park,0.4,42,34,4.3,https://www.alltrails.com/trail/us/washington/lime-kiln-point-state-park-trails,hike724,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,43.12,1,0,0,1,0,0,1,0,0,0
Okanogan-Wenatchee National Forest,8.4,4166,30,4.3,https://www.alltrails.com/trail/us/washington/davis-peak-lookout-trail,hike725,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.9523809523809,42.75,0,1,0,0,1,0,0,1,0,0
Okanogan-Wenatchee National Forest,6.4,1414,30,4.1,https://www.alltrails.com/trail/us/washington/twin-lakes--2,hike726,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,220.9375,38.22,0,0,1,0,1,0,0,0,1,0
,3.8,68,56,4.2,https://www.alltrails.com/trail/us/washington/coulon-beach-park-trails,hike727,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.894736842105264,41.27,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,8.1,1916,33,4.5,https://www.alltrails.com/trail/us/washington/twin-peaks,hike728,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.54320987654322,47.91,0,0,1,1,0,0,0,0,0,1
Ross Lake National Recreation Area,11.8,1761,19,4.3,https://www.alltrails.com/trail/us/washington/dam-traverse-trail,hike729,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.23728813559322,41.61,0,0,1,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,14.8,2883,14,4.4,https://www.alltrails.com/trail/us/washington/shoe-lake-via-pacific-crest-trail,hike730,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.7972972972973,42.22,0,0,1,0,1,0,0,0,0,1
Mount Baker Wilderness,0.1,0,25,4.0,https://www.alltrails.com/trail/us/washington/nooksack-falls-trail--2,hike731,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36.38,1,0,0,0,1,0,1,0,0,0
Newberry Hill Heritage Park,3.2,160,48,4.1,https://www.alltrails.com/trail/us/washington/old-loop-road-trail,hike732,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0,37.84,0,0,1,1,0,0,1,0,0,0
Moran State Park,0.8,137,37,4.1,https://www.alltrails.com/trail/us/washington/cascade-falls-trail,hike733,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.25,38.06,1,0,0,1,0,0,0,0,1,0
,8.2,574,43,3.6,https://www.alltrails.com/trail/us/washington/umtanum-creek-canyon-trail,hike734,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.0,23.08,0,0,1,0,1,0,0,0,1,0
Lions Park,5.5,646,43,4.2,https://www.alltrails.com/trail/us/washington/white-bluffs-north-slope-trail,hike735,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.45454545454545,40.91,1,0,0,0,1,0,0,1,0,0
Tiger Mountain State Forest,7.7,1656,34,3.6,https://www.alltrails.com/trail/us/washington/east-tiger-mountain-summit-trail,hike736,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215.06493506493507,25.64,0,0,1,1,0,0,0,1,0,0
